"trinity_id","gene_symbol","source","source_rank"
"c1075197-g3-i1^sp-Q5VT25-MRCKA-HUMAN^Pkinase","MRCKA","embedded",2
"c1075206-g1-i1^sp-Q9H9H4-VP37B-HUMAN^Mod-r","VP37B","embedded",2
"c1075208-g1-i2^sp-Q866F4-ADCYA-RABIT^Guanylate-cyc","ADCYA","embedded",2
"c1075208-g1-i3^sp-Q866F4-ADCYA-RABIT^Guanylate-cyc","ADCYA","embedded",2
"c1075209-g1-i3^sp-Q8NE71-ABCF1-HUMAN^ABC-tran^Tm2","ABCF1","embedded",2
"c1075212-g2-i1^sp-Q6DCQ6-VWA2-XENLA^VWA","VWA2","embedded",2
"c1075222-g1-i2^sp-P70169-DOC2B-MOUSE^sp-P70610-DOC2B-RAT^C2","DOC2B","embedded",2
"c1075222-g1-i6^sp-P70169-DOC2B-MOUSE^sp-P70610-DOC2B-RAT^C2","DOC2B","embedded",2
"c1075228-g2-i1^sp-Q5E9Y5-DOM3Z-BOVIN^RAI1","DOM3Z","embedded",2
"c1075228-g7-i3^sp-Q8BVU5-NUDT9-MOUSE^sp-Q9BW91-NUDT9-HUMAN^NUDIX^sigP","NUDT9","embedded",2
"c1075229-g2-i1^sp-P08548-LIN1-NYCCO^sp-P11369-POL2-MOUSE","LIN1","embedded",2
"c1075232-g7-i1^sp-P38432-COIL-HUMAN^sp-Q09003-COIL-XENLA","COIL","embedded",2
"c1075233-g1-i2^sp-Q9P0W5-SCHI1-HUMAN^SCHIP-1","SCHI1","embedded",2
"c1075233-g1-i4^sp-Q9P0W5-SCHI1-HUMAN^SCHIP-1","SCHI1","embedded",2
"c1075235-g1-i1^sp-Q8CJ11-GPR64-RAT^GPS^Tm7","GPR64","embedded",2
"c1075238-g2-i5^sp-P13350-CCNB1-XENLA^Cyclin-N","CCNB1","embedded",2
"c1075238-g3-i2^sp-P13350-CCNB1-XENLA^sp-P24860-CCNB1-MOUSE","CCNB1","embedded",2
"c1075239-g2-i1^sp-Q7Z3G6-PRIC2-HUMAN^PET","PRIC2","embedded",2
"c1075248-g2-i1^sp-P21573-YBOX1-XENLA^sp-Q9JKB3-DBPA-MOUSE^CSD","YBOX1","embedded",2
"c1075251-g1-i1^sp-Q708S6-ASI1C-DANRE^ASC^Tm1","ASI1C","embedded",2
"c1075256-g5-i5^sp-Q5FVV3-CHCH6-XENTR^DUF737","CHCH6","embedded",2
"c1075256-g8-i1^sp-O95857-TSN13-HUMAN^Tetraspannin^sigP^Tm4","TSN13","embedded",2
"c1075261-g1-i1^sp-Q8BWT1-THIM-MOUSE^Thiolase-N","THIM","embedded",2
"c1075262-g3-i1^sp-Q9JIW4-DPOLM-MOUSE^DNA-pol-lambd-f","DPOLM","embedded",2
"c1075262-g3-i2^sp-Q9JIW4-DPOLM-MOUSE^DNA-pol-lambd-f","DPOLM","embedded",2
"c1075264-g5-i1^sp-Q9ULT0-TTC7A-HUMAN^TPR-9","TTC7A","embedded",2
"c1075266-g4-i1^sp-Q92537-K0247-HUMAN^Sushi^Tm1","K0247","embedded",2
"c1075272-g1-i2^sp-Q28BT8-DUS3L-XENTR^Dus","DUS3L","embedded",2
"c1075274-g3-i5^sp-Q90339-MYSS-CYPCA^sp-P02565-MYH3-CHICK^Myosin-head","MYSS","embedded",2
"c1075278-g1-i1^sp-Q13275-SEM3F-HUMAN^Sema","SEM3F","embedded",2
"c1075278-g1-i3^sp-Q13275-SEM3F-HUMAN^Sema^sigP","SEM3F","embedded",2
"c1075280-g8-i2^sp-Q9BQ49-CS042-HUMAN^sigP","CS042","embedded",2
"c1075283-g1-i2^sp-Q9DAU1-CNPY3-MOUSE^sp-Q0P5N1-CNPY3-BOVIN^DUF3456^sigP","CNPY3","embedded",2
"c1075290-g2-i1^sp-Q64640-ADK-RAT^PfkB","ADK","embedded",2
"c1075291-g1-i1^sp-Q6WRI0-IGS10-HUMAN^LRR-8^sigP","IGS10","embedded",2
"c1075295-g1-i2^sp-Q924D0-RT4I1-MOUSE^ADH-N","RT4I1","embedded",2
"c1075295-g1-i3^sp-Q924D0-RT4I1-MOUSE^ADH-N","RT4I1","embedded",2
"c1075297-g1-i1^sp-Q62179-SEM4B-MOUSE^Sema^sigP^Tm1","SEM4B","embedded",2
"c1075298-g7-i1^sp-P04920-B3A2-HUMAN^Band-3-cyto^Tm11","B3A2","embedded",2
"c1075298-g7-i2^sp-P04920-B3A2-HUMAN^Band-3-cyto^Tm11","B3A2","embedded",2
"c1075304-g5-i5^sp-Q13042-CDC16-HUMAN^Apc3","CDC16","embedded",2
"c1075307-g3-i3^sp-Q9P1Q0-VPS54-HUMAN^DUF2450","VPS54","embedded",2
"c1075307-g3-i6^sp-Q9P1Q0-VPS54-HUMAN^DUF2450","VPS54","embedded",2
"c1075308-g1-i1^sp-Q9UJS0-CMC2-HUMAN^EF-hand-6","CMC2","embedded",2
"c1075310-g1-i1^sp-Q02440-MYO5A-CHICK^Myosin-head","MYO5A","embedded",2
"c1075310-g3-i1^sp-Q02440-MYO5A-CHICK^IQ^zf-RVT","MYO5A","embedded",2
"c1075311-g1-i3^sp-Q7TN75-PEG10-MOUSE^sp-Q86TG7-PEG10-HUMAN^Retrotrans-gag","PEG10","embedded",2
"c1075318-g2-i1^sp-Q90WN4-FOXD2-XENLA^Fork-head","FOXD2","embedded",2
"c1075318-g3-i1^sp-Q6F2E4-FOXD1-XENTR^Fork-head","FOXD1","embedded",2
"c1075320-g2-i1^sp-P08122-CO4A2-MOUSE^Collagen","CO4A2","embedded",2
"c1075320-g3-i1^sp-P08122-CO4A2-MOUSE^Collagen","CO4A2","embedded",2
"c1075320-g4-i1^sp-P80219-DDN1-BOVIN^Trypsin^sigP","DDN1","embedded",2
"c1075320-g5-i1^sp-Q8BHK1-NIPA1-MOUSE^sp-Q7RTP0-NIPA1-HUMAN^Mg-trans-NIPA^sigP^Tm4","NIPA1","embedded",2
"c1075320-g5-i2^sp-Q8BHK1-NIPA1-MOUSE^Mg-trans-NIPA^Tm9","NIPA1","embedded",2
"c1075326-g1-i1^sp-Q92537-K0247-HUMAN^Sushi^sigP^Tm2","K0247","embedded",2
"c1075326-g1-i3^sp-Q92537-K0247-HUMAN^Sushi^Tm1","K0247","embedded",2
"c1075328-g2-i2^sp-A1YER2-HTAI2-GORGO^NAD-binding-10","HTAI2","embedded",2
"c1075328-g2-i3^sp-A1YER2-HTAI2-GORGO^NAD-binding-10^Tm1","HTAI2","embedded",2
"c1075330-g2-i3^sp-Q3MHN0-PSB6-BOVIN^Proteasome","PSB6","embedded",2
"c1075335-g2-i6^sp-P55006-RDH7-RAT^adh-short","RDH7","embedded",2
"c1075335-g5-i1^sp-Q96NR8-RDH12-HUMAN^adh-short^Tm1","RDH12","embedded",2
"c1075336-g5-i1^sp-Q5F3J5-PSME3-CHICK^PA28-alpha","PSME3","embedded",2
"c1075337-g2-i1^sp-Q9Y2R5-RT17-HUMAN^Ribosomal-S17","RT17","embedded",2
"c1075346-g1-i1^sp-Q13510-ASAH1-HUMAN^sp-A5A6P2-ASAH1-PANTR^CBAH^sigP","ASAH1","embedded",2
"c1075350-g2-i8^sp-P16423-POLR-DROME^RVT-1","POLR","embedded",2
"c1075352-g1-i1^sp-Q9Z0S7-CLD9-MOUSE^sp-P56747-CLD6-HUMAN^PMP22-Claudin^Tm4","CLD9","embedded",2
"c1075352-g1-i6^sp-Q9Z0S7-CLD9-MOUSE^sp-P56747-CLD6-HUMAN^PMP22-Claudin^Tm5","CLD9","embedded",2
"c1075352-g4-i1^sp-P56747-CLD6-HUMAN^PMP22-Claudin^Tm3","CLD6","embedded",2
"c1075354-g1-i1^sp-Q96ME1-FXL18-HUMAN^F-box","FXL18","embedded",2
"c1075356-g4-i7^sp-Q8WWZ3-EDAD-HUMAN^Death","EDAD","embedded",2
"c1075356-g5-i2^sp-Q91WA3-HDA11-MOUSE^Hist-deacetyl","HDA11","embedded",2
"c1075356-g5-i6^sp-Q91WA3-HDA11-MOUSE^Hist-deacetyl","HDA11","embedded",2
"c1075359-g3-i1^sp-Q9XSR1-ZN252-CANFA^zf-H2C2-2","ZN252","embedded",2
"c1075360-g3-i1^sp-Q28864-TFPI1-MACMU^Kunitz-BPTI^sigP","TFPI1","embedded",2
"c1075360-g3-i3^sp-P10646-TFPI1-HUMAN^sp-Q28864-TFPI1-MACMU^Kunitz-BPTI^sigP","TFPI1","embedded",2
"c1075360-g5-i1^sp-Q15742-NAB2-HUMAN^sp-P10646-TFPI1-HUMAN^Kunitz-BPTI^NCD1","NAB2","embedded",2
"c1075368-g1-i1^sp-O95759-TBCD8-HUMAN^RabGAP-TBC","TBCD8","embedded",2
"c1075368-g2-i1^sp-Q9Z1A9-TBCD8-MOUSE^GRAM","TBCD8","embedded",2
"c1075369-g1-i6^sp-Q91154-MYF5-NOTVI^Basic","MYF5","embedded",2
"c1075369-g2-i1^sp-Q01795-MYF6-CHICK^sp-Q3YFL6-MYF6-PIG^Basic","MYF6","embedded",2
"c1075370-g2-i2^sp-Q28IH8-CC104-XENTR^ARL2-Bind-BART^sigP","CC104","embedded",2
"c1075381-g3-i2^sp-Q91717-CO2A1-XENLA^sp-Q6P4Z2-CO2A1-XENTR^Collagen","CO2A1","embedded",2
"c1075382-g2-i1^sp-Q66I46-MKNK2-XENTR^sp-Q9HBH9-MKNK2-HUMAN^Pkinase^Tm1","MKNK2","embedded",2
"c1075383-g3-i3^sp-Q1JQD6-TAF1B-BOVIN^sp-F7BLM1-TAF1B-XENTR^RRN7^Tm1","TAF1B","embedded",2
"c1075385-g8-i2^sp-Q6XXM1-CENPA-CHICK^sp-Q569M3-CENPA-XENLA^Histone","CENPA","embedded",2
"c1075385-g8-i4^sp-Q6XXM1-CENPA-CHICK^sp-Q569M3-CENPA-XENLA^Histone","CENPA","embedded",2
"c1075387-g2-i2^sp-Q8WUB8-PHF10-HUMAN^sp-Q63ZP1-PHF10-XENLA^PHD","PHF10","embedded",2
"c1075387-g2-i5^sp-Q8WUB8-PHF10-HUMAN^sp-Q63ZP1-PHF10-XENLA^PHD","PHF10","embedded",2
"c1075388-g1-i2^sp-Q3ZBV8-SYTC-BOVIN^TGS","SYTC","embedded",2
"c1075388-g2-i1^sp-P26639-SYTC-HUMAN^HGTP-anticodon","SYTC","embedded",2
"c1075388-g2-i2^sp-P26639-SYTC-HUMAN^HGTP-anticodon","SYTC","embedded",2
"c1075395-g2-i2^sp-P16423-POLR-DROME^sp-Q03279-PO21-SCICO^RVT-1","POLR","embedded",2
"c1075397-g1-i1^sp-Q5T7N2-LITD1-HUMAN^Transposase-22","LITD1","embedded",2
"c1075402-g1-i1^sp-P22646-CD3E-MOUSE^sp-Q98910-CD3E-CHICK^sigP^Tm2","CD3E","embedded",2
"c1075402-g1-i7^sp-P22646-CD3E-MOUSE^sp-Q98910-CD3E-CHICK^sigP^Tm2","CD3E","embedded",2
"c1075402-g1-i9^sp-P22646-CD3E-MOUSE^sp-Q98910-CD3E-CHICK^sigP^Tm2","CD3E","embedded",2
"c1075406-g1-i1^sp-Q2NKX8-ERC6L-HUMAN^sp-A6QQR4-ERC6L-BOVIN^SNF2-N","ERC6L","embedded",2
"c1075409-g2-i1^sp-Q8AXL1-SAT1-CHICK^Acetyltransf-1","SAT1","embedded",2
"c1075410-g1-i2^sp-P25207-NFYB-CHICK^CBFD-NFYB-HMF","NFYB","embedded",2
"c1075410-g1-i4^sp-P25207-NFYB-CHICK^CBFD-NFYB-HMF","NFYB","embedded",2
"c1075411-g1-i1^sp-P10643-CO7-HUMAN^sp-Q9TUQ3-CO7-PIG^TSP-1^sigP","CO7","embedded",2
"c1075415-g2-i9^sp-Q3UHC7-DAB2P-MOUSE^C2","DAB2P","embedded",2
"c1075419-g1-i1^sp-Q5R570-ORML3-PONAB^ORMDL^Tm2","ORML3","embedded",2
"c1075419-g1-i2^sp-Q5R570-ORML3-PONAB^ORMDL^Tm2","ORML3","embedded",2
"c1075429-g3-i1^sp-P04323-POL3-DROME^sp-P20825-POL2-DROME^sp-Q09575-YRD6-CAEEL^RVT-1","POL3","embedded",2
"c1075429-g4-i1^sp-P04323-POL3-DROME^sp-Q09575-YRD6-CAEEL^RVP^rve","POL3","embedded",2
"c1075431-g2-i1^sp-P59822-IL1AP-MACMU^Ig-2^sigP^Tm1","IL1AP","embedded",2
"c1075435-g1-i1^sp-Q4R495-MFS11-MACFA^sp-P11369-POL2-MOUSE^UNC-93^Tm9","MFS11","embedded",2
"c1075437-g4-i1^sp-P22314-UBA1-HUMAN^ThiF","UBA1","embedded",2
"c1075437-g4-i3^sp-P22314-UBA1-HUMAN^ThiF","UBA1","embedded",2
"c1075437-g4-i4^sp-P22314-UBA1-HUMAN^ThiF","UBA1","embedded",2
"c1075438-g3-i1^sp-P82279-CRUM1-HUMAN^Tm1","CRUM1","embedded",2
"c1075440-g1-i1^sp-Q6AZN4-RM15-XENLA^Ribosomal-L18e","RM15","embedded",2
"c1075440-g1-i2^sp-Q6AZN4-RM15-XENLA^Ribosomal-L18e","RM15","embedded",2
"c1075441-g1-i1^sp-Q6XQG9-G3ST2-PIG^Gal-3-0-sulfotr^sigP^Tm1","G3ST2","embedded",2
"c1075441-g1-i2^sp-Q6XQG9-G3ST2-PIG^Gal-3-0-sulfotr^sigP^Tm1","G3ST2","embedded",2
"c1075442-g11-i1^sp-P42575-CASP2-HUMAN^sp-Q98943-CASP2-CHICK^CARD","CASP2","embedded",2
"c1075442-g12-i1^sp-P29594-CASP2-MOUSE^CARD","CASP2","embedded",2
"c1075442-g12-i3^sp-P29594-CASP2-MOUSE^CARD","CASP2","embedded",2
"c1075444-g1-i1^sp-Q9ESZ0-XRCC1-RAT^sp-Q60596-XRCC1-MOUSE^XRCC1-N","XRCC1","embedded",2
"c1075446-g4-i1^sp-Q91147-FGFR2-NOTVI^Pkinase-Tyr","FGFR2","embedded",2
"c1075446-g5-i2^sp-Q91286-FGFR2-PLEWA^Ig-3^Tm2","FGFR2","embedded",2
"c1075450-g1-i5^sp-Q5RAU5-CHMP3-PONAB^sp-Q8CGS4-CHMP3-RAT^Snf7","CHMP3","embedded",2
"c1075456-g1-i1^sp-Q9NTI5-PDS5B-HUMAN^sp-Q5U241-PD5BB-XENLA","PDS5B","embedded",2
"c1075456-g1-i2^sp-Q5F3U9-PDS5B-CHICK^sp-Q5U241-PD5BB-XENLA^sp-Q498H0-PD5BA-XENLA","PDS5B","embedded",2
"c1075466-g2-i2^sp-P46684-ZIC1-MOUSE^sp-O73689-ZIC1-XENLA^zf-C2H2-4","ZIC1","embedded",2
"c1075467-g1-i1^sp-Q9H6R0-DHX33-HUMAN^DEAD","DHX33","embedded",2
"c1075470-g3-i3^sp-A2VDD2-TC1DB-XENLA^Tctex-1","TC1DB","embedded",2
"c1075470-g3-i4^sp-A2VDD2-TC1DB-XENLA^Tctex-1","TC1DB","embedded",2
"c1075471-g2-i4^sp-O42130-TOP2A-CHICK^HATPase-c","TOP2A","embedded",2
"c1075471-g4-i1^sp-O42131-TOP2B-CHICK^HATPase-c^Tm1","TOP2B","embedded",2
"c1075471-g5-i1^sp-O42131-TOP2B-CHICK^DNA-gyraseB^Toprim","TOP2B","embedded",2
"c1075472-g4-i1^sp-Q02083-NAAA-HUMAN^CBAH^sigP","NAAA","embedded",2
"c1075472-g4-i3^sp-Q02083-NAAA-HUMAN^sp-Q9D7V9-NAAA-MOUSE^CBAH^sigP","NAAA","embedded",2
"c1075474-g6-i1^sp-A4IIK7-NDNF-XENTR^DUF2369^sigP","NDNF","embedded",2
"c1075477-g2-i1^sp-Q90625-ZBT17-CHICK^zf-C2H2-6","ZBT17","embedded",2
"c1075478-g4-i1^sp-Q03278-PO21-NASVI^RVT-1","PO21","embedded",2
"c1075479-g1-i1^sp-P34973-DRD2B-XENLA^7tm-1^Tm5","DRD2B","embedded",2
"c1075480-g1-i1^sp-Q8BLS7-SWAHA-MOUSE^Ank-2","SWAHA","embedded",2
"c1075481-g1-i4^sp-Q8C5L6-INP5K-MOUSE^Exo-endo-phos","INP5K","embedded",2
"c1075482-g3-i2^sp-Q96HR8-NAF1-HUMAN^Gar1","NAF1","embedded",2
"c1075482-g3-i3^sp-Q96HR8-NAF1-HUMAN^Gar1","NAF1","embedded",2
"c1075483-g2-i1^sp-A6PVY3-F177B-HUMAN^sp-Q8BR63-F177A-MOUSE","F177B","embedded",2
"c1075483-g3-i1^sp-P16423-POLR-DROME^RVT-1^sigP","POLR","embedded",2
"c1075485-g2-i1^sp-Q8R491-EHD3-RAT^sp-Q8BH64-EHD2-MOUSE^Dynamin-N^Tm2","EHD3","embedded",2
"c1075490-g6-i2^sp-Q14591-ZN271-HUMAN^sp-P17036-ZNF3-HUMAN^zf-C2H2-6","ZN271","embedded",2
"c1075490-g6-i6^sp-Q14591-ZN271-HUMAN^sp-P17036-ZNF3-HUMAN^zf-C2H2-6","ZN271","embedded",2
"c1075490-g6-i7^sp-Q14591-ZN271-HUMAN^sp-P17036-ZNF3-HUMAN^zf-C2H2-6","ZN271","embedded",2
"c1075490-g8-i1^sp-Q96RE9-ZN300-HUMAN^zf-C2H2-6","ZN300","embedded",2
"c1075491-g10-i1^sp-Q60803-TRAF3-MOUSE^zf-C3HC4","TRAF3","embedded",2
"c1075496-g4-i5^sp-A2RRH5-WDR27-HUMAN^WD40","WDR27","embedded",2
"c1075496-g5-i2^sp-Q5ZK95-CCD43-CHICK^sp-Q6PFL6-CCD43-DANRE","CCD43","embedded",2
"c1075497-g7-i12^sp-Q9EQM6-DGCR8-MOUSE^sp-Q8WYQ5-DGCR8-HUMAN^dsrm","DGCR8","embedded",2
"c1075497-g7-i5^sp-Q9EQM6-DGCR8-MOUSE^sp-Q8WYQ5-DGCR8-HUMAN^dsrm","DGCR8","embedded",2
"c1075498-g4-i1^sp-Q8IX01-SUGP2-HUMAN^sp-Q8CH09-SUGP2-MOUSE^Surp","SUGP2","embedded",2
"c1075500-g1-i3^sp-Q9CXT6-KDM8-MOUSE^Cupin-8","KDM8","embedded",2
"c1075501-g3-i1^sp-O15438-MRP3-HUMAN^sp-B2RX12-MRP3-MOUSE^ABC-membrane^Tm14","MRP3","embedded",2
"c1075504-g5-i1^sp-Q32PA4-PHP14-BOVIN^Ocnus","PHP14","embedded",2
"c1075504-g8-i1^sp-Q6P823-H33-XENTR^Histone","H33","embedded",2
"c1075504-g8-i2^sp-Q6P823-H33-XENTR^Histone","H33","embedded",2
"c1075506-g1-i1^sp-Q7TSK7-ATL2-MOUSE^PLAC^Tm3","ATL2","embedded",2
"c1075508-g2-i1^sp-Q8BKX1-BAIP2-MOUSE^IMD","BAIP2","embedded",2
"c1075509-g1-i2^sp-Q9UR07-RTF23-SCHPO^rve","RTF23","embedded",2
"c1075513-g1-i1^sp-P11369-POL2-MOUSE^RVT-1","POL2","embedded",2
"c1075513-g1-i2^sp-P08548-LIN1-NYCCO^RVT-1","LIN1","embedded",2
"c1075514-g1-i1^sp-Q5VVW2-GARL3-HUMAN^Rap-GAP","GARL3","embedded",2
"c1075514-g1-i2^sp-Q5VVW2-GARL3-HUMAN^Rap-GAP","GARL3","embedded",2
"c1075515-g1-i3^sp-Q5RBH9-NRBP-PONAB^sp-Q99J45-NRBP-MOUSE^Pkinase","NRBP","embedded",2
"c1075515-g1-i4^sp-Q4R8X0-NRBP-MACFA^Pkinase^Tm1","NRBP","embedded",2
"c1075516-g1-i1^sp-Q96A25-T106A-HUMAN^DUF1356^Tm1","T106A","embedded",2
"c1075516-g1-i2^sp-Q96A25-T106A-HUMAN^DUF1356^Tm1","T106A","embedded",2
"c1075516-g1-i3^sp-Q96A25-T106A-HUMAN^DUF1356^Tm1","T106A","embedded",2
"c1075517-g2-i7^sp-Q5U2Z7-RHG24-RAT^sp-Q8N264-RHG24-HUMAN^PH","RHG24","embedded",2
"c1075518-g2-i2^sp-Q59H18-TNI3K-HUMAN^Ank","TNI3K","embedded",2
"c1075523-g1-i4^sp-Q8IV35-WDR49-HUMAN^WD40","WDR49","embedded",2
"c1075525-g1-i1^sp-Q5BJ68-NB5R2-XENTR^FAD-binding-6^Tm1","NB5R2","embedded",2
"c1075525-g1-i2^sp-Q5BJ68-NB5R2-XENTR^FAD-binding-6^Tm1","NB5R2","embedded",2
"c1075527-g1-i1^sp-Q03279-PO21-SCICO^sigP","PO21","embedded",2
"c1075527-g2-i1^sp-Q03278-PO21-NASVI^sp-Q03279-PO21-SCICO^RVT-1","PO21","embedded",2
"c1075530-g1-i1^sp-Q2KJD2-VAMP3-BOVIN^sp-Q4R8T0-VAMP3-MACFA^Synaptobrevin^Tm1","VAMP3","embedded",2
"c1075533-g4-i4^sp-P11369-POL2-MOUSE^sp-P08548-LIN1-NYCCO^RVT-1","POL2","embedded",2
"c1075535-g1-i1^sp-Q6PHS6-SNX13-MOUSE^PXA^Tm2","SNX13","embedded",2
"c1075535-g1-i2^sp-Q6PHS6-SNX13-MOUSE^RGS","SNX13","embedded",2
"c1075542-g1-i1^sp-Q8IUB2-WFDC3-HUMAN^sp-Q4KUS1-WFDC8-MOUSE^WAP","WFDC3","embedded",2
"c1075543-g3-i1^sp-Q6P878-EIF3L-XENTR^sp-Q5F428-EIF3L-CHICK^Paf67","EIF3L","embedded",2
"c1075543-g3-i3^sp-Q6P878-EIF3L-XENTR^Paf67","EIF3L","embedded",2
"c1075549-g1-i1^sp-Q13608-PEX6-HUMAN^AAA","PEX6","embedded",2
"c1075556-g1-i2^sp-Q05084-ICA69-HUMAN^Arfaptin","ICA69","embedded",2
"c1075556-g1-i3^sp-Q05084-ICA69-HUMAN^Arfaptin","ICA69","embedded",2
"c1075556-g1-i4^sp-Q05084-ICA69-HUMAN^Arfaptin","ICA69","embedded",2
"c1075563-g4-i1^sp-Q5T7N2-LITD1-HUMAN^Transposase-22","LITD1","embedded",2
"c1075568-g1-i1^sp-P08397-HEM3-HUMAN^Porphobil-deam","HEM3","embedded",2
"c1075568-g1-i2^sp-P08397-HEM3-HUMAN^Porphobil-deam","HEM3","embedded",2
"c1075570-g3-i1^sp-Q9I8W6-EURL-CHICK^sp-Q9D7G4-EURL-MOUSE^EURL","EURL","embedded",2
"c1075571-g2-i1^sp-Q148W0-AT8B1-MOUSE^sp-O43520-AT8B1-HUMAN^Tm4","AT8B1","embedded",2
"c1075571-g3-i3^sp-O43520-AT8B1-HUMAN^Hydrolase^Tm7","AT8B1","embedded",2
"c1075571-g3-i4^sp-O43520-AT8B1-HUMAN^Hydrolase^Tm7","AT8B1","embedded",2
"c1075572-g2-i1^sp-Q6NRE4-FA59A-XENLA^SAM-1","FA59A","embedded",2
"c1075575-g2-i2^sp-Q60520-SIN3A-MOUSE^PAH","SIN3A","embedded",2
"c1075575-g3-i2^sp-Q498S8-FZD8-RAT^sp-O93274-FZD8-XENLA^Fz^sigP^Tm7","FZD8","embedded",2
"c1075575-g9-i1^sp-Q13443-ADAM9-HUMAN^Pep-M12B-propep^sigP^Tm1","ADAM9","embedded",2
"c1075579-g1-i1^sp-Q8C3J5-DOCK2-MOUSE^SH3-1","DOCK2","embedded",2
"c1075579-g2-i1^sp-Q8C3J5-DOCK2-MOUSE^Ded-cyto","DOCK2","embedded",2
"c1075580-g1-i1^sp-Q9CYF5-WBS16-MOUSE^RCC1^Tm1","WBS16","embedded",2
"c1075582-g1-i1^sp-O75694-NU155-HUMAN^Nucleoporin-N","NU155","embedded",2
"c1075583-g1-i1^sp-Q9NV12-TM140-HUMAN^sp-Q5M826-TM140-RAT^Tm4","TM140","embedded",2
"c1075584-g2-i2^sp-P0C221-CN038-HUMAN^sp-Q2T9Z6-CN038-BOVIN","CN038","embedded",2
"c1075586-g1-i1^sp-Q2U5T5-VAC8-ASPOR^Arm-2","VAC8","embedded",2
"c1075588-g1-i2^sp-Q8HYJ9-FMO3-BOVIN^sp-P36366-FMO2-CAVPO^FMO-like^Tm1","FMO3","embedded",2
"c1075589-g4-i1^sp-P04323-POL3-DROME^sp-Q09575-YRD6-CAEEL^rve","POL3","embedded",2
"c1075593-g1-i1^sp-Q6ISB3-GRHL2-HUMAN^CP2","GRHL2","embedded",2
"c1075593-g2-i1^sp-Q9NZI5-GRHL1-HUMAN^CP2","GRHL1","embedded",2
"c1075593-g2-i2^sp-Q9NZI5-GRHL1-HUMAN^CP2","GRHL1","embedded",2
"c1075593-g2-i3^sp-Q9NZI5-GRHL1-HUMAN^CP2","GRHL1","embedded",2
"c1075598-g8-i1^sp-O75469-NR1I2-HUMAN^zf-C4","NR1I2","embedded",2
"c1075598-g8-i3^sp-O75469-NR1I2-HUMAN^zf-C4","NR1I2","embedded",2
"c1075599-g2-i5^sp-Q5R628-LSM5-PONAB^LSM","LSM5","embedded",2
"c1075601-g2-i1^sp-Q5T0D9-TPRGL-HUMAN^hSac2","TPRGL","embedded",2
"c1075603-g1-i2^sp-A9UMP7-ENO4-XENLA^Enolase-N","ENO4","embedded",2
"c1075603-g1-i3^sp-A9UMP7-ENO4-XENLA^Enolase-N","ENO4","embedded",2
"c1075604-g1-i1^sp-P51169-SCNNB-XENLA^ASC^Tm1","SCNNB","embedded",2
"c1075604-g1-i2^sp-P51169-SCNNB-XENLA^ASC^Tm1","SCNNB","embedded",2
"c1075607-g1-i2^sp-Q99KG5-LSR-MOUSE^LSR^sigP^Tm2","LSR","embedded",2
"c1075613-g1-i3^sp-P11369-POL2-MOUSE^sp-P08548-LIN1-NYCCO^RVT-1","POL2","embedded",2
"c1075620-g14-i2^sp-Q9DCT5-SDF2-MOUSE^sp-Q3SZ45-SDF2-BOVIN^MIR^sigP","SDF2","embedded",2
"c1075621-g1-i2^sp-Q8IZE3-PACE1-HUMAN^Pkinase","PACE1","embedded",2
"c1075622-g2-i1^sp-Q14197-ICT1-HUMAN^RF-1","ICT1","embedded",2
"c1075622-g2-i7^sp-Q14197-ICT1-HUMAN^RF-1","ICT1","embedded",2
"c1075626-g1-i5^sp-Q6DK93-CNFN-XENTR^PLAC8","CNFN","embedded",2
"c1075626-g3-i3^sp-Q6PCS6-MTFP1-DANRE^MTP18","MTFP1","embedded",2
"c1075627-g3-i1^sp-Q5R8D4-AVPI1-PONAB^sp-Q5T686-AVPI1-HUMAN","AVPI1","embedded",2
"c1075631-g1-i2^sp-Q923B6-STEA4-MOUSE^sp-Q687X5-STEA4-HUMAN^F420-oxidored^Tm6","STEA4","embedded",2
"c1075632-g1-i1^sp-Q9CZB3-THUM2-MOUSE^sp-Q9BTF0-THUM2-HUMAN^THUMP^UPF0020","THUM2","embedded",2
"c1075632-g1-i3^sp-Q9BTF0-THUM2-HUMAN^THUMP","THUM2","embedded",2
"c1075632-g1-i4^sp-Q9BTF0-THUM2-HUMAN^THUMP","THUM2","embedded",2
"c1075634-g1-i1^sp-A1L3F5-CMIP-XENLA^LRR-6","CMIP","embedded",2
"c1075635-g2-i2^sp-Q6YGZ4-CLOCK-TYTAL^sp-Q8QGQ6-CLOCK-CHICK^HLH","CLOCK","embedded",2
"c1075635-g4-i1^sp-Q6YGZ4-CLOCK-TYTAL^sp-Q5RAK8-CLOCK-PONAB^PAS-3","CLOCK","embedded",2
"c1075640-g1-i5^sp-Q99250-SCN2A-HUMAN^Ion-trans^Tm20","SCN2A","embedded",2
"c1075640-g1-i7^sp-Q99250-SCN2A-HUMAN^Ion-trans^Tm19","SCN2A","embedded",2
"c1075641-g2-i1^sp-Q5M7F8-C070A-XENLA^DUF2475^Tm1","C070A","embedded",2
"c1075642-g3-i1^sp-P51523-ZNF84-HUMAN^zf-C2H2","ZNF84","embedded",2
"c1075646-g1-i1^sp-Q9DBY1-SYVN1-MOUSE^zf-RING-2^Tm6","SYVN1","embedded",2
"c1075646-g1-i2^sp-Q9DBY1-SYVN1-MOUSE^zf-RING-2^Tm6","SYVN1","embedded",2
